microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat,lon
0.00864,pieces/m3,0.005-1,0.335,13.65,-62.47
0.0,pieces/m3,0-0.0005,0.335,12.73,-61.7
0.0,pieces/m3,0-0.0005,0.335,12.2,-62.4
0.0,pieces/m3,0-0.0005,0.335,11.5,-63.38
0.00864,pieces/m3,0.005-1,0.335,10.88,-63.73
0.0,pieces/m3,0-0.0005,0.335,11.28,-63.53
0.0,pieces/m3,0-0.0005,0.335,10.85,-64.43
0.00648,pieces/m3,0.005-1,0.335,10.55,-64.68
0.058316,pieces/m3,0.005-1,0.335,10.98,-65.1
0.00432,pieces/m3,0.0005-0.005,0.335,11.3,-66.55
0.00864,pieces/m3,0.005-1,0.335,11.97,-68.07
0.00864,pieces/m3,0.005-1,0.335,11.98,-68.22
0.00432,pieces/m3,0.0005-0.005,0.335,12.22,-68.08
0.038876,pieces/m3,0.005-1,0.335,14.07,-68.7
0.0,pieces/m3,0-0.0005,0.335,17.72,-69.2
0.0,pieces/m3,0-0.0005,0.335,20.23,-70.08
0.0,pieces/m3,0-0.0005,0.335,20.73,-69.95
0.0,pieces/m3,0-0.0005,0.335,20.58,-70.17
0.0,pieces/m3,0-0.0005,0.335,20.13,-71.87
0.0,pieces/m3,0-0.0005,0.335,20.65,-72.73
0.0,pieces/m3,0-0.0005,0.335,20.93,-73.83
0.01512,pieces/m3,0.005-1,0.335,21.37,-74.57
0.00648,pieces/m3,0.005-1,0.335,25.9,-75.43
0.01728,pieces/m3,0.005-1,0.335,24.55,-76.03
0.00432,pieces/m3,0.0005-0.005,0.335,25.67,-76.07
0.036716,pieces/m3,0.005-1,0.335,25.82,-76.98
0.00216,pieces/m3,0.0005-0.005,0.335,25.97,-77.97
0.0,pieces/m3,0-0.0005,0.335,26.27,-78.67
0.0,pieces/m3,0-0.0005,0.335,26.17,-79.13
0.0,pieces/m3,0-0.0005,0.335,26.25,-78.57
0.0,pieces/m3,0-0.0005,0.335,25.85,-78.18
0.030236,pieces/m3,0.005-1,0.335,25.92,-76.75
0.097192,pieces/m3,0.005-1,0.335,25.92,-76.75
0.060476,pieces/m3,0.005-1,0.335,26.13,-75.22
0.00648,pieces/m3,0.005-1,0.335,26.13,-75.22
0.01296,pieces/m3,0.005-1,0.335,24.43,-72.43
0.00432,pieces/m3,0.0005-0.005,0.335,24.43,-72.43
0.00216,pieces/m3,0.0005-0.005,0.335,22.9,-72.07
0.0,pieces/m3,0-0.0005,0.335,21.1,-72.87
0.00216,pieces/m3,0.0005-0.005,0.335,18.75,-75.43
0.00432,pieces/m3,0.0005-0.005,0.335,18.75,-75.43
0.0,pieces/m3,0-0.0005,0.335,15.9,-74.97
0.0,pieces/m3,0-0.0005,0.335,10.53,-75.92
0.0,pieces/m3,0-0.0005,0.335,11.95,-77.68
0.00216,pieces/m3,0.0005-0.005,0.335,11.95,-77.68
0.0,pieces/m3,0-0.0005,0.335,12.48,-78.37
0.0,pieces/m3,0-0.0005,0.335,13.92,-78.9
0.0,pieces/m3,0-0.0005,0.335,15.57,-78.98
0.00648,pieces/m3,0.005-1,0.335,16.1,-79.5
0.00432,pieces/m3,0.0005-0.005,0.335,17.65,-80.42
0.0,pieces/m3,0-0.0005,0.335,17.65,-80.42
0.0,pieces/m3,0-0.0005,0.335,26.23,-79.28
0.0,pieces/m3,0-0.0005,0.335,26.17,-79.28
0.012344,pieces/m3,0.005-1,0.335,26.2,-78.47
0.00864,pieces/m3,0.005-1,0.335,26.2,-78.47
0.0,pieces/m3,0-0.0005,0.335,25.98,-77.85
0.0,pieces/m3,0-0.0005,0.335,25.6,-77.58
0.01944,pieces/m3,0.005-1,0.335,25.38,-77.55
0.0,pieces/m3,0-0.0005,0.335,25.38,-77.55
0.01944,pieces/m3,0.005-1,0.335,25.65,-76.42
0.010796,pieces/m3,0.005-1,0.335,25.65,-76.42
0.0,pieces/m3,0-0.0005,0.335,25.9,-76.1
0.003812,pieces/m3,0.0005-0.005,0.335,25.9,-76.1
0.00216,pieces/m3,0.0005-0.005,0.335,25.53,-76.12
0.0,pieces/m3,0-0.0005,0.335,25.53,-76.12
0.0,pieces/m3,0-0.0005,0.335,25.97,-79.73
0.00216,pieces/m3,0.0005-0.005,0.335,25.97,-79.73
0.01296,pieces/m3,0.005-1,0.335,26.45,-78.7
0.00216,pieces/m3,0.0005-0.005,0.335,26.3,-78.37
0.006172,pieces/m3,0.005-1,0.335,26.3,-78.37
0.013644,pieces/m3,0.005-1,0.335,26.2,-78.25
0.01728,pieces/m3,0.005-1,0.335,26.2,-78.25
0.0,pieces/m3,0-0.0005,0.335,25.95,-77.65
0.045356,pieces/m3,0.005-1,0.335,25.42,-76.28
0.083056,pieces/m3,0.005-1,0.335,25.42,-76.28
0.238356,pieces/m3,0.005-1,0.335,23.78,-75.08
0.449244,pieces/m3,0.005-1,0.335,23.78,-75.08
0.0,pieces/m3,0-0.0005,0.335,24.0,-74.68
0.00926,pieces/m3,0.005-1,0.335,24.0,-74.68
0.0054,pieces/m3,0.005-1,0.335,24.17,-74.63
0.071276,pieces/m3,0.005-1,0.335,24.17,-74.63
0.01512,pieces/m3,0.005-1,0.335,24.75,-74.28
0.02376,pieces/m3,0.005-1,0.335,24.75,-74.28
0.013976,pieces/m3,0.005-1,0.335,25.25,-73.6
0.09168,pieces/m3,0.005-1,0.335,25.25,-73.6
0.17838,pieces/m3,0.005-1,0.335,25.83,-72.87
0.25926,pieces/m3,0.005-1,0.335,25.83,-72.87
0.05942,pieces/m3,0.005-1,0.335,26.17,-72.5
0.183584,pieces/m3,0.005-1,0.335,26.17,-72.5
0.039292,pieces/m3,0.005-1,0.335,23.23,-72.55
0.083984,pieces/m3,0.005-1,0.335,23.23,-72.55
0.115268,pieces/m3,0.005-1,0.335,26.5,-72.53
0.07724,pieces/m3,0.005-1,0.335,26.5,-72.53
0.035112,pieces/m3,0.005-1,0.335,26.87,-71.95
0.086392,pieces/m3,0.005-1,0.335,26.87,-71.95
0.354212,pieces/m3,0.005-1,0.335,27.47,-71.08
0.10604,pieces/m3,0.005-1,0.335,27.47,-71.08
0.153348,pieces/m3,0.005-1,0.335,28.08,-70.37
0.174948,pieces/m3,0.005-1,0.335,28.08,-70.37
0.00216,pieces/m3,0.0005-0.005,0.335,40.16,-69.71
0.00864,pieces/m3,0.005-1,0.335,41.3,-68.79
0.0108,pieces/m3,0.005-1,0.335,41.18,-70.93
0.00432,pieces/m3,0.0005-0.005,0.335,40.77,-70.62
0.0,pieces/m3,0-0.0005,0.335,40.43,-71.12
0.00216,pieces/m3,0.0005-0.005,0.335,39.93,-71.15
0.0,pieces/m3,0-0.0005,0.335,39.4,-70.6
0.00216,pieces/m3,0.0005-0.005,0.335,39.45,-70.68
0.01152,pieces/m3,0.005-1,0.335,40.98,-70.45
0.0,pieces/m3,0-0.0005,0.335,40.08,-68.97
0.00432,pieces/m3,0.0005-0.005,0.335,40.88,-69.19
0.0,pieces/m3,0-0.0005,0.335,41.4,-70.85
0.0,pieces/m3,0-0.0005,0.335,40.62,-71.0
0.0,pieces/m3,0-0.0005,0.335,40.63,-71.0
0.00432,pieces/m3,0.0005-0.005,0.335,39.67,-70.42
0.0,pieces/m3,0-0.0005,0.335,39.67,-70.42
0.0024,pieces/m3,0.0005-0.005,0.335,38.18,-69.3
0.0,pieces/m3,0-0.0005,0.335,38.18,-69.3
0.0,pieces/m3,0-0.0005,0.335,37.8,-67.9
0.0144,pieces/m3,0.005-1,0.335,37.8,-67.9
0.039284,pieces/m3,0.005-1,0.335,36.22,-65.38
0.03142,pieces/m3,0.005-1,0.335,36.22,-65.38
0.097912,pieces/m3,0.005-1,0.335,34.6,-65.2
0.194332,pieces/m3,0.005-1,0.335,34.6,-65.2
0.057604,pieces/m3,0.005-1,0.335,32.68,-62.07
0.122412,pieces/m3,0.005-1,0.335,32.68,-62.07
0.061208,pieces/m3,0.005-1,0.335,30.43,-60.55
0.034556,pieces/m3,0.005-1,0.335,30.43,-60.55
0.084232,pieces/m3,0.005-1,0.335,27.92,-60.18
0.02376,pieces/m3,0.005-1,0.335,27.92,-60.18
0.01296,pieces/m3,0.005-1,0.335,25.4,-57.82
0.00216,pieces/m3,0.0005-0.005,0.335,25.4,-57.82
0.099352,pieces/m3,0.005-1,0.335,22.28,-58.0
0.086392,pieces/m3,0.005-1,0.335,22.28,-58.0
0.0,pieces/m3,0-0.0005,0.335,17.32,-59.93
0.0,pieces/m3,0-0.0005,0.335,16.98,-60.0
0.00216,pieces/m3,0.0005-0.005,0.335,16.98,-60.0
0.0,pieces/m3,0-0.0005,0.335,14.1,-60.78
0.00648,pieces/m3,0.005-1,0.335,14.03,-61.08
0.0,pieces/m3,0-0.0005,0.335,14.03,-61.08
0.0,pieces/m3,0-0.0005,0.335,13.85,-61.07
0.028076,pieces/m3,0.005-1,0.335,13.85,-61.07
0.0,pieces/m3,0-0.0005,0.335,17.38,-63.38
0.0,pieces/m3,0-0.0005,0.335,16.33,-62.88
0.0,pieces/m3,0-0.0005,0.335,15.98,-62.9
0.00648,pieces/m3,0.005-1,0.335,15.33,-62.15
0.0072,pieces/m3,0.005-1,0.335,15.33,-62.15
0.0,pieces/m3,0-0.0005,0.335,13.15,-61.1
0.0,pieces/m3,0-0.0005,0.335,13.13,-61.12
0.0,pieces/m3,0-0.0005,0.335,11.8,-61.38
0.0,pieces/m3,0-0.0005,0.335,12.08,-62.0
0.0,pieces/m3,0-0.0005,0.335,12.78,-61.72
0.00216,pieces/m3,0.0005-0.005,0.335,12.78,-61.72
0.0,pieces/m3,0-0.0005,0.335,13.45,-61.73
0.0,pieces/m3,0-0.0005,0.335,14.45,-62.08
0.0,pieces/m3,0-0.0005,0.335,14.42,-62.08
0.038416,pieces/m3,0.005-1,0.335,15.37,-62.1
0.030236,pieces/m3,0.005-1,0.335,15.35,-62.1
0.00216,pieces/m3,0.0005-0.005,0.335,16.03,-62.37
0.0,pieces/m3,0-0.0005,0.335,16.03,-62.37
0.0,pieces/m3,0-0.0005,0.335,16.38,-62.83
0.0,pieces/m3,0-0.0005,0.335,17.42,-65.3
0.0,pieces/m3,0-0.0005,0.335,17.45,-66.22
0.0,pieces/m3,0-0.0005,0.335,17.42,-66.22
0.003088,pieces/m3,0.0005-0.005,0.335,17.72,-66.9
0.0,pieces/m3,0-0.0005,0.335,17.72,-66.9
0.0,pieces/m3,0-0.0005,0.335,18.47,-67.82
0.0,pieces/m3,0-0.0005,0.335,19.98,-70.37
0.025944,pieces/m3,0.005-1,0.335,19.98,-70.37
0.0,pieces/m3,0-0.0005,0.335,21.28,-72.72
0.0,pieces/m3,0-0.0005,0.335,22.68,-74.55
0.0,pieces/m3,0-0.0005,0.335,24.43,-75.93
0.0,pieces/m3,0-0.0005,0.335,25.85,-76.47
0.0,pieces/m3,0-0.0005,0.335,27.5,-78.88
0.010812,pieces/m3,0.005-1,0.335,27.35,-78.3
0.034556,pieces/m3,0.005-1,0.335,27.25,-77.65
0.036716,pieces/m3,0.005-1,0.335,27.45,-72.9
0.0,pieces/m3,0-0.0005,0.335,22.85,-71.58
0.0,pieces/m3,0-0.0005,0.335,21.45,-72.63
0.077752,pieces/m3,0.005-1,0.335,18.7,-76.65
0.00432,pieces/m3,0.0005-0.005,0.335,18.72,-77.45
0.00864,pieces/m3,0.005-1,0.335,17.58,-79.45
0.0,pieces/m3,0-0.0005,0.335,17.22,-81.83
0.0,pieces/m3,0-0.0005,0.335,16.4,-85.1
0.0,pieces/m3,0-0.0005,0.335,26.0,-79.78
0.00432,pieces/m3,0.0005-0.005,0.335,26.27,-79.03
0.0,pieces/m3,0-0.0005,0.335,26.27,-79.03
0.025916,pieces/m3,0.005-1,0.335,26.0,-75.68
0.097192,pieces/m3,0.005-1,0.335,25.97,-75.73
0.0108,pieces/m3,0.005-1,0.335,25.85,-73.37
0.00216,pieces/m3,0.0005-0.005,0.335,25.83,-73.38
0.008096,pieces/m3,0.005-1,0.335,25.62,-73.25
0.015024,pieces/m3,0.005-1,0.335,25.6,-73.27
0.01944,pieces/m3,0.005-1,0.335,24.27,-72.9
0.00432,pieces/m3,0.0005-0.005,0.335,24.23,-72.92
0.0,pieces/m3,0-0.0005,0.335,22.97,-73.2
0.00216,pieces/m3,0.0005-0.005,0.335,22.97,-73.2
0.0,pieces/m3,0-0.0005,0.335,19.08,-74.93
0.0,pieces/m3,0-0.0005,0.335,19.0,-74.93
0.02376,pieces/m3,0.005-1,0.335,17.52,-76.1
0.01512,pieces/m3,0.005-1,0.335,17.47,-76.1
0.00432,pieces/m3,0.0005-0.005,0.335,17.07,-76.4
0.00648,pieces/m3,0.005-1,0.335,17.03,-76.4
0.00648,pieces/m3,0.005-1,0.335,17.03,-78.2
0.00216,pieces/m3,0.0005-0.005,0.335,17.02,-78.22
0.0,pieces/m3,0-0.0005,0.335,16.83,-81.5
0.0,pieces/m3,0-0.0005,0.335,16.83,-81.52
0.0,pieces/m3,0-0.0005,0.335,16.97,-82.65
0.0,pieces/m3,0-0.0005,0.335,16.68,-83.53
0.00432,pieces/m3,0.0005-0.005,0.335,16.68,-83.53
0.0,pieces/m3,0-0.0005,0.335,16.57,-84.95
0.00432,pieces/m3,0.0005-0.005,0.335,26.02,-78.07
0.0,pieces/m3,0-0.0005,0.335,26.02,-78.07
0.0,pieces/m3,0-0.0005,0.335,25.62,-76.98
0.01296,pieces/m3,0.005-1,0.335,26.15,-75.47
0.0,pieces/m3,0-0.0005,0.335,26.15,-75.47
0.11336,pieces/m3,0.005-1,0.335,27.8,-72.38
0.0144,pieces/m3,0.005-1,0.335,28.08,-72.03
0.117224,pieces/m3,0.005-1,0.335,28.08,-72.03
0.02376,pieces/m3,0.005-1,0.335,28.97,-70.32
0.129588,pieces/m3,0.005-1,0.335,28.97,-70.32
0.009388,pieces/m3,0.005-1,0.335,29.13,-68.9
0.0,pieces/m3,0-0.0005,0.335,29.13,-68.9
0.032396,pieces/m3,0.005-1,0.335,30.2,-68.43
0.030604,pieces/m3,0.005-1,0.335,30.2,-68.43
0.0216,pieces/m3,0.005-1,0.335,31.28,-67.12
0.0027,pieces/m3,0.0005-0.005,0.335,31.28,-67.12
0.045004,pieces/m3,0.005-1,0.335,33.72,-65.38
0.056948,pieces/m3,0.005-1,0.335,33.72,-65.38
0.079912,pieces/m3,0.005-1,0.335,35.4,-65.87
0.064796,pieces/m3,0.005-1,0.335,35.4,-65.87
0.00216,pieces/m3,0.0005-0.005,0.335,36.82,-65.43
0.0,pieces/m3,0-0.0005,0.335,36.82,-65.43
0.00432,pieces/m3,0.0005-0.005,0.335,41.62,-65.82
0.0,pieces/m3,0-0.0005,0.335,41.62,-65.82
0.00576,pieces/m3,0.005-1,0.335,43.73,-66.58
0.00648,pieces/m3,0.005-1,0.335,43.73,-66.58
0.0,pieces/m3,0-0.0005,0.335,40.8,-70.12
0.0048,pieces/m3,0.0005-0.005,0.335,40.53,-69.33
0.0,pieces/m3,0-0.0005,0.335,41.22,-68.95
0.0027,pieces/m3,0.0005-0.005,0.335,41.33,-68.35
0.01944,pieces/m3,0.005-1,0.335,41.33,-66.85
0.0,pieces/m3,0-0.0005,0.335,41.02,-65.95
0.00216,pieces/m3,0.0005-0.005,0.335,41.07,-65.38
0.0,pieces/m3,0-0.0005,0.335,41.35,-64.72
0.00432,pieces/m3,0.0005-0.005,0.335,41.73,-64.0
0.0,pieces/m3,0-0.0005,0.335,41.8,-63.78
0.0,pieces/m3,0-0.0005,0.335,41.72,-62.6
0.00216,pieces/m3,0.0005-0.005,0.335,42.38,-61.08
0.056156,pieces/m3,0.005-1,0.335,44.07,-60.6
0.0036,pieces/m3,0.0005-0.005,0.335,44.12,-61.48
0.043244,pieces/m3,0.005-1,0.335,44.28,-66.93
0.0,pieces/m3,0-0.0005,0.335,41.0,-70.88
0.0,pieces/m3,0-0.0005,0.335,40.67,-70.52
0.0,pieces/m3,0-0.0005,0.335,40.1,-70.08
0.0,pieces/m3,0-0.0005,0.335,39.35,-69.48
0.0,pieces/m3,0-0.0005,0.335,39.22,-69.37
0.00216,pieces/m3,0.0005-0.005,0.335,41.03,-68.58
0.00216,pieces/m3,0.0005-0.005,0.335,43.57,-69.35
0.00216,pieces/m3,0.0005-0.005,0.335,43.4,-68.32
0.00432,pieces/m3,0.0005-0.005,0.335,43.43,-67.92
0.00648,pieces/m3,0.005-1,0.335,43.88,-67.37
0.0,pieces/m3,0-0.0005,0.335,44.08,-67.08
0.0,pieces/m3,0-0.0005,0.335,43.75,-67.22
0.0,pieces/m3,0-0.0005,0.335,41.23,-70.9
0.00216,pieces/m3,0.0005-0.005,0.335,33.38,-64.03
0.038876,pieces/m3,0.005-1,0.335,32.73,-64.33
0.043196,pieces/m3,0.005-1,0.335,32.12,-64.62
0.0,pieces/m3,0-0.0005,0.335,31.58,-64.77
0.0108,pieces/m3,0.005-1,0.335,30.53,-64.93
0.079912,pieces/m3,0.005-1,0.335,30.27,-64.9
0.0108,pieces/m3,0.005-1,0.335,30.05,-64.53
0.025916,pieces/m3,0.005-1,0.335,29.95,-64.12
0.0,pieces/m3,0-0.0005,0.335,29.42,-63.4
0.032396,pieces/m3,0.005-1,0.335,29.2,-63.08
0.02376,pieces/m3,0.005-1,0.335,27.58,-62.35
0.034556,pieces/m3,0.005-1,0.335,27.27,-62.37
0.0108,pieces/m3,0.005-1,0.335,26.75,-61.78
0.0108,pieces/m3,0.005-1,0.335,26.62,-61.23
0.01512,pieces/m3,0.005-1,0.335,26.53,-60.7
0.0,pieces/m3,0-0.0005,0.335,25.97,-59.72
0.0,pieces/m3,0-0.0005,0.335,25.73,-59.17
0.0,pieces/m3,0-0.0005,0.335,25.02,-58.73
0.00432,pieces/m3,0.0005-0.005,0.335,22.7,-58.55
0.0,pieces/m3,0-0.0005,0.335,22.07,-58.73
0.0072,pieces/m3,0.005-1,0.335,21.05,-58.9
0.01944,pieces/m3,0.005-1,0.335,19.88,-59.07
0.014932,pieces/m3,0.005-1,0.335,18.97,-59.12
0.0,pieces/m3,0-0.0005,0.335,18.48,-59.33
0.0,pieces/m3,0-0.0005,0.335,16.2,-59.47
0.0,pieces/m3,0-0.0005,0.335,15.03,-59.57
0.0,pieces/m3,0-0.0005,0.335,13.1,-60.0
0.0,pieces/m3,0-0.0005,0.335,12.02,-61.87
0.0,pieces/m3,0-0.0005,0.335,11.98,-61.38
0.0,pieces/m3,0-0.0005,0.335,11.9,-61.83
0.00216,pieces/m3,0.0005-0.005,0.335,17.68,-64.95
0.0,pieces/m3,0-0.0005,0.335,17.68,-64.95
0.0,pieces/m3,0-0.0005,0.335,17.02,-64.78
0.00648,pieces/m3,0.005-1,0.335,17.02,-64.78
0.0,pieces/m3,0-0.0005,0.335,16.62,-64.7
0.00216,pieces/m3,0.0005-0.005,0.335,16.62,-64.7
0.0,pieces/m3,0-0.0005,0.335,15.9,-64.55
0.0,pieces/m3,0-0.0005,0.335,15.28,-64.43
0.00432,pieces/m3,0.0005-0.005,0.335,15.28,-64.43
0.0,pieces/m3,0-0.0005,0.335,15.62,-64.13
0.0,pieces/m3,0-0.0005,0.335,14.03,-63.42
0.00216,pieces/m3,0.0005-0.005,0.335,14.03,-63.42
0.0,pieces/m3,0-0.0005,0.335,13.47,-63.22
0.00216,pieces/m3,0.0005-0.005,0.335,12.12,-62.22
0.0,pieces/m3,0-0.0005,0.335,12.12,-62.22
0.0,pieces/m3,0-0.0005,0.335,12.18,-61.82
0.00216,pieces/m3,0.0005-0.005,0.335,12.18,-61.82
0.0,pieces/m3,0-0.0005,0.335,12.57,-61.85
0.0,pieces/m3,0-0.0005,0.335,13.02,-61.45
0.00216,pieces/m3,0.0005-0.005,0.335,13.02,-61.45
0.0,pieces/m3,0-0.0005,0.335,13.2,-61.32
0.0,pieces/m3,0-0.0005,0.335,12.42,-61.93
0.0,pieces/m3,0-0.0005,0.335,12.07,-61.98
0.0,pieces/m3,0-0.0005,0.335,12.58,-62.77
0.0,pieces/m3,0-0.0005,0.335,13.9,-65.93
0.005184,pieces/m3,0.005-1,0.335,14.17,-66.37
0.0108,pieces/m3,0.005-1,0.335,14.17,-66.37
0.0,pieces/m3,0-0.0005,0.335,16.17,-68.88
0.00648,pieces/m3,0.005-1,0.335,16.58,-70.03
0.02376,pieces/m3,0.005-1,0.335,16.58,-70.03
0.0,pieces/m3,0-0.0005,0.335,16.98,-73.63
0.00216,pieces/m3,0.0005-0.005,0.335,16.98,-73.63
0.0,pieces/m3,0-0.0005,0.335,17.15,-76.53
0.003928,pieces/m3,0.0005-0.005,0.335,17.13,-78.12
0.01512,pieces/m3,0.005-1,0.335,24.55,-80.18
0.0,pieces/m3,0-0.0005,0.335,24.55,-80.18
0.028076,pieces/m3,0.005-1,0.335,26.18,-78.88
0.0,pieces/m3,0-0.0005,0.335,26.18,-78.88
0.0,pieces/m3,0-0.0005,0.335,26.22,-78.2
0.00432,pieces/m3,0.0005-0.005,0.335,26.33,-78.55
0.00216,pieces/m3,0.0005-0.005,0.335,24.1,-77.03
0.00216,pieces/m3,0.0005-0.005,0.335,24.1,-81.2
0.0108,pieces/m3,0.005-1,0.335,25.04,-79.91
0.01728,pieces/m3,0.005-1,0.335,25.04,-79.91
0.0,pieces/m3,0-0.0005,0.335,25.75,-79.36
0.00648,pieces/m3,0.005-1,0.335,25.89,-77.83
0.00216,pieces/m3,0.0005-0.005,0.335,25.89,-77.83
0.00216,pieces/m3,0.0005-0.005,0.335,25.79,-76.42
0.0216,pieces/m3,0.005-1,0.335,26.14,-78.48
0.083864,pieces/m3,0.005-1,0.335,26.14,-78.48
0.00216,pieces/m3,0.0005-0.005,0.335,25.92,-77.85
0.00576,pieces/m3,0.005-1,0.335,25.92,-77.85
0.0,pieces/m3,0-0.0005,0.335,25.9,-77.58
0.0,pieces/m3,0-0.0005,0.335,25.0,-77.58
0.0,pieces/m3,0-0.0005,0.335,25.42,-77.47
0.0027,pieces/m3,0.0005-0.005,0.335,25.77,-76.93
0.172756,pieces/m3,0.005-1,0.335,24.95,-75.43
0.25662,pieces/m3,0.005-1,0.335,24.95,-75.43
0.030236,pieces/m3,0.005-1,0.335,25.67,-74.8
0.01728,pieces/m3,0.005-1,0.335,25.67,-74.8
0.01728,pieces/m3,0.005-1,0.335,26.95,-73.99
0.00864,pieces/m3,0.005-1,0.335,26.95,-73.99
0.011784,pieces/m3,0.005-1,0.335,26.18,-73.23
0.025916,pieces/m3,0.005-1,0.335,26.18,-73.23
0.01512,pieces/m3,0.005-1,0.335,26.37,-72.35
0.058316,pieces/m3,0.005-1,0.335,26.37,-72.35
0.243828,pieces/m3,0.005-1,0.335,27.38,-70.87
0.088836,pieces/m3,0.005-1,0.335,27.38,-70.87
0.023564,pieces/m3,0.005-1,0.335,27.95,-70.72
0.015432,pieces/m3,0.005-1,0.335,27.95,-70.72
0.01728,pieces/m3,0.005-1,0.335,28.27,-70.15
0.180836,pieces/m3,0.005-1,0.335,28.27,-70.15
0.01728,pieces/m3,0.005-1,0.335,29.22,-68.85
0.043196,pieces/m3,0.005-1,0.335,29.22,-68.85
0.190064,pieces/m3,0.005-1,0.335,30.55,-67.18
0.32716,pieces/m3,0.005-1,0.335,30.55,-67.18
0.01728,pieces/m3,0.005-1,0.335,32.77,-64.58
0.037836,pieces/m3,0.005-1,0.335,32.77,-64.58
0.136692,pieces/m3,0.005-1,0.335,34.35,-64.57
0.111612,pieces/m3,0.005-1,0.335,34.35,-64.57
0.384448,pieces/m3,0.005-1,0.335,34.93,-64.6
0.114196,pieces/m3,0.005-1,0.335,34.93,-64.6
0.024292,pieces/m3,0.005-1,0.335,35.27,-64.68
0.12316,pieces/m3,0.005-1,0.335,35.17,-64.68
0.00432,pieces/m3,0.0005-0.005,0.335,35.6,-64.67
0.0,pieces/m3,0-0.0005,0.335,35.6,-64.67
0.017548,pieces/m3,0.005-1,0.335,38.52,-65.8
0.012344,pieces/m3,0.005-1,0.335,40.25,-66.03
0.00432,pieces/m3,0.0005-0.005,0.335,40.25,-66.03
0.0,pieces/m3,0-0.0005,0.335,40.65,-65.95
0.0108,pieces/m3,0.005-1,0.335,42.85,-66.22
0.0,pieces/m3,0-0.0005,0.335,42.85,-66.22
0.00432,pieces/m3,0.0005-0.005,0.335,43.32,-65.13
0.0,pieces/m3,0-0.0005,0.335,43.32,-65.13
0.01728,pieces/m3,0.005-1,0.335,40.48,-70.6
0.036716,pieces/m3,0.005-1,0.335,40.48,-70.6
0.032396,pieces/m3,0.005-1,0.335,40.25,-70.55
0.025916,pieces/m3,0.005-1,0.335,40.25,-70.55
0.038876,pieces/m3,0.005-1,0.335,39.92,-70.28
0.0216,pieces/m3,0.005-1,0.335,39.92,-70.28
0.01728,pieces/m3,0.005-1,0.335,39.66,-69.98
0.0162,pieces/m3,0.005-1,0.335,39.11,-69.36
0.019636,pieces/m3,0.005-1,0.335,39.11,-69.36
0.0048,pieces/m3,0.0005-0.005,0.335,38.88,-69.29
0.0,pieces/m3,0-0.0005,0.335,38.88,-69.29
0.0,pieces/m3,0-0.0005,0.335,41.42,-70.72
0.0,pieces/m3,0-0.0005,0.335,42.42,-70.5
0.00216,pieces/m3,0.0005-0.005,0.335,42.32,-69.13
0.0108,pieces/m3,0.005-1,0.335,42.18,-67.57
0.00432,pieces/m3,0.0005-0.005,0.335,42.1,-66.22
0.0,pieces/m3,0-0.0005,0.335,42.07,-65.3
0.01152,pieces/m3,0.005-1,0.335,41.82,-64.0
0.00864,pieces/m3,0.005-1,0.335,42.32,-62.58
0.086392,pieces/m3,0.005-1,0.335,45.72,-57.73
0.0108,pieces/m3,0.005-1,0.335,46.38,-56.82
0.036716,pieces/m3,0.005-1,0.335,43.97,-68.0
0.00864,pieces/m3,0.005-1,0.335,44.17,-68.08
0.0,pieces/m3,0-0.0005,0.335,44.25,-68.12
0.00216,pieces/m3,0.0005-0.005,0.335,40.98,-70.43
0.0,pieces/m3,0-0.0005,0.335,40.43,-70.05
0.0,pieces/m3,0-0.0005,0.335,38.92,-69.73
0.014396,pieces/m3,0.005-1,0.335,38.92,-69.73
0.0108,pieces/m3,0.005-1,0.335,38.6,-69.57
0.00254,pieces/m3,0.0005-0.005,0.335,38.6,-69.57
0.010796,pieces/m3,0.005-1,0.335,38.2,-68.85
0.064796,pieces/m3,0.005-1,0.335,38.2,-68.85
0.01296,pieces/m3,0.005-1,0.335,37.67,-67.93
0.00432,pieces/m3,0.0005-0.005,0.335,37.67,-67.93
0.02376,pieces/m3,0.005-1,0.335,37.62,-67.37
0.00864,pieces/m3,0.005-1,0.335,37.62,-67.37
0.037436,pieces/m3,0.005-1,0.335,37.25,-67.8
0.076832,pieces/m3,0.005-1,0.335,37.25,-67.8
0.021592,pieces/m3,0.005-1,0.335,36.17,-65.3
0.0,pieces/m3,0-0.0005,0.335,36.17,-65.3
0.035088,pieces/m3,0.005-1,0.335,35.63,-64.77
0.110376,pieces/m3,0.005-1,0.335,35.63,-64.77
0.37294,pieces/m3,0.005-1,0.335,34.98,-64.22
0.106028,pieces/m3,0.005-1,0.335,34.98,-64.22
0.098764,pieces/m3,0.005-1,0.335,34.03,-62.88
0.024692,pieces/m3,0.005-1,0.335,34.03,-62.88
0.333332,pieces/m3,0.005-1,0.335,34.0,-62.45
0.253088,pieces/m3,0.005-1,0.335,34.0,-62.45
0.071996,pieces/m3,0.005-1,0.335,30.4,-60.82
0.025016,pieces/m3,0.005-1,0.335,30.4,-60.82
0.025916,pieces/m3,0.005-1,0.335,29.42,-60.52
0.046804,pieces/m3,0.005-1,0.335,29.42,-60.52
0.023256,pieces/m3,0.005-1,0.335,28.43,-60.28
0.00864,pieces/m3,0.005-1,0.335,28.43,-60.28
0.011996,pieces/m3,0.005-1,0.335,26.2,-59.95
